zaxis,yaxis,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Gd,Dy,Er,Yb,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
H,H,3320,66,74,206,341,134,3297,235,740,576,911,1073,535,553,250,376,1039,8,205,191,47,481,793,40,71,376,239,5,11,406,26,6,2,109,77,80,111,51,0,0,0,4,12,2,27,38,54,13,16,166,48,103,1,36,5,4,3,1,3,0,14,25,0,0,0,0,0,13,7,247,44,27,283
H,Li,66,66,7,10,3,0,66,16,29,11,33,48,13,1,2,13,15,0,7,0,0,11,15,0,0,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
H,Be,74,7,74,5,1,0,74,8,18,6,16,38,28,0,1,6,41,0,0,0,0,14,11,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1
H,B,206,10,5,206,14,3,205,20,52,62,60,83,3,9,30,11,94,0,5,4,4,17,20,0,0,4,0,0,0,2,0,0,1,9,4,2,2,0,0,0,0,0,0,0,1,0,0,0,1,6,2,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,1
H,C,341,3,1,14,341,23,327,18,69,61,55,49,22,36,23,15,110,0,2,6,5,19,23,4,14,39,17,0,1,4,0,0,0,13,31,9,4,0,0,0,0,0,0,0,0,0,2,0,0,14,18,22,1,18,3,4,3,1,1,0,1,1,0,0,0,0,0,3,0,28,0,2,41
H,N,134,0,0,3,23,134,125,5,23,15,25,10,21,55,25,18,8,0,0,8,0,2,19,1,5,13,1,0,0,8,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,2,0,12
H,O,3297,66,74,205,327,125,3297,232,740,576,911,1071,535,553,245,376,1039,8,205,190,47,481,793,40,70,375,239,5,11,406,26,6,2,109,77,80,111,51,0,0,0,4,12,2,26,38,54,13,16,166,48,103,1,36,5,4,3,1,3,0,14,25,0,0,0,0,0,13,7,246,43,27,283
H,F,235,16,8,20,18,5,232,235,101,45,107,122,46,28,15,42,96,0,49,6,5,40,48,0,0,6,3,0,0,3,0,1,1,15,16,5,21,0,0,0,0,1,1,0,0,1,0,0,6,33,4,20,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,4,10
H,Na,740,29,18,52,69,23,740,101,740,142,243,432,99,109,57,176,296,1,105,29,7,123,174,3,2,20,15,0,0,42,2,0,0,48,23,65,59,7,0,0,0,0,0,0,2,7,0,3,5,62,4,27,0,1,0,1,1,0,0,0,3,5,0,0,0,0,0,0,0,5,1,5,36
H,Mg,576,11,6,62,61,15,576,45,142,576,217,223,100,68,35,73,177,3,23,29,13,90,162,3,10,22,37,0,0,52,1,0,0,12,1,3,7,5,0,0,0,0,0,0,5,2,9,3,0,24,3,11,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,10,1,0,26
H,Al,911,33,16,60,55,25,911,107,243,217,911,472,181,151,40,142,344,0,27,38,6,100,215,1,11,48,40,2,4,49,4,0,1,41,14,3,6,4,0,0,0,0,1,0,7,6,1,0,2,55,20,27,0,7,1,0,0,0,1,0,3,4,0,0,0,0,0,1,1,32,1,7,23
H,Si,1073,48,38,83,49,10,1071,122,432,223,472,1073,18,43,61,226,497,4,147,30,13,233,281,1,8,31,37,0,1,19,1,0,1,51,27,68,74,0,0,0,0,0,0,0,8,3,0,0,9,97,20,54,0,7,0,1,1,1,3,0,1,5,0,0,0,0,0,0,0,34,1,10,21
H,P,535,13,28,3,22,21,535,46,99,100,181,18,535,27,4,39,153,3,11,18,3,111,193,1,2,43,45,1,1,12,0,0,0,17,8,9,6,7,0,0,0,0,2,0,0,0,0,0,1,36,4,12,0,5,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,31,11,8,52
H,S,553,1,0,9,36,55,553,28,109,68,151,43,27,553,36,69,99,0,3,12,6,28,134,12,21,96,58,1,4,23,3,1,0,5,8,1,3,7,0,0,0,1,8,0,1,10,9,2,0,6,3,5,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,4,4,57,4,1,62
H,Cl,250,2,1,30,23,25,245,15,57,35,40,61,4,36,250,36,80,0,8,4,4,32,48,2,6,66,12,0,0,20,2,3,0,11,2,21,9,1,0,0,0,3,0,0,2,3,7,4,0,12,0,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,6,2,44,2,0,2
H,K,376,13,6,11,15,18,376,42,176,73,142,226,39,69,36,376,143,0,58,16,3,52,100,0,1,17,11,0,0,14,1,1,1,18,5,15,37,4,0,0,0,1,1,0,0,3,0,2,3,41,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,6,1,2,29
H,Ca,1039,15,41,94,110,8,1039,96,296,177,344,497,153,99,80,143,1039,5,58,60,11,165,229,4,4,57,34,0,2,114,3,0,0,49,31,40,47,9,0,0,0,0,1,0,7,6,6,3,5,46,18,49,0,11,1,2,2,1,1,0,3,7,0,0,0,0,0,0,0,23,2,14,61
H,Sc,8,0,0,0,0,0,8,0,1,3,0,4,3,0,0,0,5,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ti,205,7,0,5,2,0,205,49,105,23,27,147,11,3,8,58,58,0,205,10,6,51,82,0,0,2,17,0,0,6,0,0,0,19,14,9,72,0,0,0,0,0,0,0,0,4,0,0,3,47,4,22,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,10
H,V,191,0,0,4,6,8,190,6,29,29,38,30,18,12,4,16,60,0,10,191,6,27,29,1,3,13,7,0,0,13,0,0,0,8,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,13,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,15,5,0,21
H,Cr,47,0,0,4,5,0,47,5,7,13,6,13,3,6,4,3,11,0,6,6,47,3,8,0,1,5,4,0,0,3,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4
H,Mn,481,11,14,17,19,2,481,40,123,90,100,233,111,28,32,52,165,1,51,27,3,481,152,2,3,7,42,0,0,70,0,0,1,21,4,23,34,1,0,0,0,0,0,0,4,3,3,0,1,35,6,17,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,20,0,2,6
H,Fe,793,15,11,20,23,19,793,48,174,162,215,281,193,134,48,100,229,1,82,29,8,152,793,5,10,33,62,0,5,100,1,0,0,27,10,26,26,18,0,0,0,1,0,0,9,8,16,0,3,47,17,28,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,0,2,46,11,5,20
H,Co,40,0,0,0,4,1,40,0,3,3,1,1,1,12,2,0,4,0,0,1,0,2,5,40,7,5,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4
H,Ni,71,0,0,0,14,5,70,0,2,10,11,8,2,21,6,1,4,0,0,3,1,3,10,7,71,9,3,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4
H,Cu,376,1,0,4,39,13,375,6,20,22,48,31,43,96,66,17,57,0,2,13,5,7,33,5,9,376,41,0,0,97,12,1,0,1,4,0,0,9,0,0,0,2,8,0,1,7,29,4,0,2,3,5,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,62,8,0,18
H,Zn,239,0,3,0,17,1,239,3,15,37,40,37,45,58,12,11,34,0,17,7,4,42,62,0,3,41,239,0,0,59,0,0,0,2,3,0,6,0,0,0,0,1,3,0,8,5,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,6
H,Ga,5,0,0,0,0,0,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
H,Ge,11,0,0,0,1,0,11,0,0,0,4,1,1,4,0,0,2,0,0,0,0,0,5,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
H,As,406,0,3,2,4,8,406,3,42,52,49,19,12,23,20,14,114,1,6,13,3,70,100,18,11,97,59,1,0,406,0,2,0,6,1,0,0,11,0,0,0,0,3,1,0,14,3,1,1,9,6,8,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,49,14,1,36
H,Se,26,0,0,0,0,0,26,0,2,1,4,1,0,3,2,1,3,0,0,0,0,0,1,1,1,12,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,8
H,Br,6,0,0,0,0,4,6,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
H,Rb,2,1,0,1,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sr,109,1,0,9,13,0,109,15,48,12,41,51,17,5,11,18,49,0,19,8,3,21,27,0,0,1,2,0,0,6,0,0,0,109,4,13,11,0,0,0,0,0,0,0,0,0,0,0,0,17,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,4
H,Y,77,2,3,4,31,0,77,16,23,1,14,27,8,8,2,5,31,0,14,5,4,4,10,0,0,4,3,0,0,1,0,0,0,4,77,2,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,7,2,3,2,1,3,0,3,2,0,0,0,0,0,0,0,3,0,3,12
H,Zr,80,3,3,2,9,0,80,5,65,3,3,68,9,1,21,15,40,0,9,1,0,23,26,0,0,0,0,0,0,0,0,0,0,13,2,80,15,1,0,0,0,0,0,0,0,0,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
H,Nb,111,0,0,2,4,0,111,21,59,7,6,74,6,3,9,37,47,0,72,1,0,34,26,0,0,0,6,0,0,0,0,0,0,11,7,15,111,3,0,0,0,0,0,0,0,0,0,0,2,22,1,10,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,6,4
H,Mo,51,0,0,0,0,2,51,0,7,5,4,0,7,7,1,4,9,0,0,0,1,1,18,0,0,9,0,0,0,11,0,0,0,0,0,1,3,51,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2,9
H,Ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Rh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ag,4,0,0,0,0,0,4,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
H,Cd,12,0,0,0,0,0,12,1,0,0,1,0,2,8,0,1,1,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,In,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sn,27,0,2,1,0,1,26,0,2,5,7,8,0,1,2,0,7,1,0,0,0,4,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sb,38,0,0,0,0,1,38,1,7,2,6,3,0,10,3,3,6,0,4,1,0,3,8,0,2,7,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0
H,Te,54,0,0,0,2,0,54,0,0,9,1,0,0,9,7,0,6,0,0,0,1,3,16,0,2,29,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0
H,I,13,0,0,0,0,2,13,0,3,3,0,0,0,2,4,2,3,0,0,0,2,0,0,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
H,Cs,16,2,1,1,0,0,16,6,5,0,2,9,1,0,0,3,5,0,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
H,Ba,166,2,4,6,14,0,166,33,62,24,55,97,36,6,12,41,46,1,47,13,0,35,47,0,0,2,2,0,0,9,1,0,0,17,5,3,22,1,0,0,0,0,0,0,0,0,0,0,0,166,2,11,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,15
H,La,48,1,1,2,18,0,48,4,4,3,20,20,4,3,0,0,18,0,4,2,1,6,17,0,0,3,0,0,0,6,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,48,19,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
H,Ce,103,1,4,7,22,0,103,20,27,11,27,54,12,5,3,5,49,0,22,2,1,17,28,0,0,5,1,0,0,8,0,0,0,7,10,6,10,1,0,0,0,0,0,0,0,0,0,0,1,11,19,103,0,15,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,5
H,Pr,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Nd,36,1,2,1,18,0,36,4,1,1,7,7,5,5,0,0,11,0,2,0,0,2,3,0,0,4,0,0,0,4,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,1,36,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,6
H,Sm,5,0,0,0,3,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
H,Gd,4,0,0,0,4,0,4,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
H,Dy,3,0,0,0,3,0,3,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H,Er,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Yb,3,0,1,0,1,0,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ta,14,0,0,1,1,0,14,1,3,0,3,1,2,0,0,3,3,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,1,1
H,W,25,0,0,0,1,0,25,0,5,4,4,5,1,1,2,1,7,0,0,1,0,4,11,0,0,1,1,0,0,2,0,0,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,1
H,Re,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Au,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Hg,13,0,0,0,3,5,13,0,0,1,1,0,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
H,Tl,7,0,0,0,0,0,7,0,0,0,1,0,0,4,2,2,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
H,Pb,247,0,1,5,28,4,246,8,5,10,32,34,31,57,44,6,23,0,3,15,15,20,46,2,1,62,29,2,5,49,8,0,0,1,3,1,1,1,0,0,0,3,0,0,0,4,17,3,1,4,1,0,0,2,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,247,5,1,33
H,Bi,44,0,0,0,0,2,43,0,1,1,1,1,11,4,2,1,2,0,0,5,1,0,11,4,1,8,0,0,0,14,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0,7
H,Th,27,1,2,2,2,0,27,4,5,0,7,10,8,1,0,2,14,0,7,0,0,2,5,0,0,0,0,0,0,1,0,0,0,1,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,4
H,U,283,1,1,1,41,12,283,10,36,26,23,21,52,62,2,29,61,0,10,21,4,6,20,4,4,18,6,0,0,36,8,0,0,4,12,0,4,9,0,0,0,0,0,0,0,0,0,0,1,15,2,5,0,6,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,33,7,4,283
Li,H,66,66,7,10,3,0,66,16,29,11,33,48,13,1,2,13,15,0,7,0,0,11,15,0,0,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Li,Li,66,121,12,10,4,0,117,36,51,19,49,87,20,1,2,33,22,0,16,2,0,19,25,0,0,1,2,0,0,1,0,0,2,1,2,6,0,0,0,0,0,0,0,0,2,0,0,0,7,2,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Li,Be,7,12,12,1,0,0,12,2,5,0,4,7,5,0,0,4,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Li,B,10,10,1,10,0,0,10,3,4,1,8,9,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Li,C,3,4,0,0,4,0,4,2,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,O,66,117,12,10,4,0,117,32,49,19,46,87,20,1,2,33,21,0,16,2,0,19,25,0,0,1,2,0,0,1,0,0,2,1,2,6,0,0,0,0,0,0,0,0,2,0,0,0,7,2,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
Li,F,16,36,2,3,2,0,32,36,15,8,18,26,5,0,0,10,12,0,6,0,0,5,10,0,0,0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Li,Na,29,51,5,4,2,0,49,15,51,11,15,36,11,1,0,14,10,0,10,1,0,10,17,0,0,0,1,0,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Mg,11,19,0,1,0,0,19,8,11,19,6,15,2,0,1,4,3,0,2,0,0,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,Al,33,49,4,8,1,0,46,18,15,6,49,36,6,0,1,7,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Li,Si,48,87,7,9,0,0,87,26,36,15,36,87,0,0,0,29,13,0,16,2,0,15,20,0,0,1,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Li,P,13,20,5,0,2,0,20,5,11,2,6,0,20,0,0,3,6,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,S,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Cl,2,2,0,1,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li,K,13,33,4,0,0,0,33,10,14,4,7,29,3,1,0,33,7,0,9,2,0,8,5,0,0,1,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Li,Ca,15,22,6,3,1,0,21,12,10,3,7,13,6,0,1,7,22,0,5,0,0,4,5,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
