zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
F,Si,0.14427860696517414,0.04975124378109453,0.014925373134328358,0.4253731343283582,0.4427860696517413,0.22885572139303484,0.09950248756218906,0.11442786069651742,0.4427860696517413,0.03482587064676617,0.012437810945273632,0.004975124378109453,0.09203980099502487,0.2263681592039801,0.10696517412935323,0.004975124378109453,0.04228855721393035,0.07960199004975124,0.0,0.0,0.0024875621890547263,0.004975124378109453,0.0,0.0,0.0,0.05970149253731343,0.004975124378109453,0.0,0.0,0.07213930348258707
F,P,0.07462686567164178,0.009950248756218905,0.009950248756218905,0.18407960199004975,0.18407960199004975,0.07711442786069651,0.024875621890547265,0.07711442786069651,0.03482587064676617,0.18407960199004975,0.0024875621890547263,0.0024875621890547263,0.004975124378109453,0.07711442786069651,0.017412935323383085,0.004975124378109453,0.017412935323383085,0.014925373134328358,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.03482587064676617,0.004975124378109453,0.0,0.0024875621890547263,0.017412935323383085
F,S,0.05970149253731343,0.0,0.007462686567164179,0.09203980099502487,0.09203980099502487,0.03233830845771144,0.017412935323383085,0.04975124378109453,0.012437810945273632,0.0024875621890547263,0.09203980099502487,0.01990049751243781,0.014925373134328358,0.04228855721393035,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.007462686567164179,0.0,0.007462686567164179,0.012437810945273632
F,Cl,0.01990049751243781,0.0024875621890547263,0.004975124378109453,0.0472636815920398,0.05970149253731343,0.02736318407960199,0.0024875621890547263,0.007462686567164179,0.004975124378109453,0.0024875621890547263,0.01990049751243781,0.05970149253731343,0.004975124378109453,0.014925373134328358,0.0024875621890547263,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.007462686567164179,0.0,0.0024875621890547263,0.0,0.007462686567164179,0.01990049751243781,0.0,0.0,0.007462686567164179
F,K,0.03482587064676617,0.004975124378109453,0.0024875621890547263,0.0945273631840796,0.11442786069651742,0.0472636815920398,0.02736318407960199,0.03980099502487562,0.09203980099502487,0.004975124378109453,0.014925373134328358,0.004975124378109453,0.11442786069651742,0.04228855721393035,0.012437810945273632,0.0,0.007462686567164179,0.017412935323383085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0
F,Ca,0.14427860696517414,0.02736318407960199,0.0472636815920398,0.39054726368159204,0.4253731343283582,0.17661691542288557,0.07462686567164178,0.14427860696517414,0.2263681592039801,0.07711442786069651,0.04228855721393035,0.014925373134328358,0.04228855721393035,0.4253731343283582,0.03980099502487562,0.009950248756218905,0.024875621890547265,0.03731343283582089,0.0,0.0024875621890547263,0.0,0.017412935323383085,0.0,0.0,0.0024875621890547263,0.029850746268656716,0.009950248756218905,0.0024875621890547263,0.004975124378109453,0.06716417910447761
F,Ti,0.04477611940298507,0.0,0.0024875621890547263,0.11442786069651742,0.11442786069651742,0.08955223880597014,0.0024875621890547263,0.0,0.10696517412935323,0.017412935323383085,0.0,0.0024875621890547263,0.012437810945273632,0.03980099502487562,0.11442786069651742,0.0024875621890547263,0.024875621890547265,0.01990049751243781,0.0,0.0024875621890547263,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.03482587064676617,0.0,0.0,0.0,0.01990049751243781
F,V,0.004975124378109453,0.0024875621890547263,0.0024875621890547263,0.017412935323383085,0.017412935323383085,0.0,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.009950248756218905,0.0024875621890547263,0.017412935323383085,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0024875621890547263,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.0
F,Mn,0.03482587064676617,0.0024875621890547263,0.004975124378109453,0.06218905472636816,0.06218905472636816,0.04228855721393035,0.004975124378109453,0.014925373134328358,0.04228855721393035,0.017412935323383085,0.0024875621890547263,0.0,0.007462686567164179,0.024875621890547265,0.024875621890547265,0.0,0.06218905472636816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.007462686567164179
F,Fe,0.03731343283582089,0.012437810945273632,0.0024875621890547263,0.09701492537313433,0.09701492537313433,0.05721393034825871,0.024875621890547265,0.029850746268656716,0.07960199004975124,0.014925373134328358,0.0,0.0,0.017412935323383085,0.03731343283582089,0.01990049751243781,0.0,0.0,0.09701492537313433,0.0,0.0,0.0,0.007462686567164179,0.0,0.0,0.0,0.017412935323383085,0.0,0.0,0.0,0.009950248756218905
F,Ni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,Cu,0.014925373134328358,0.0,0.0,0.022388059701492536,0.022388059701492536,0.007462686567164179,0.0024875621890547263,0.009950248756218905,0.0,0.007462686567164179,0.0,0.009950248756218905,0.0,0.0024875621890547263,0.0024875621890547263,0.0024875621890547263,0.0,0.0,0.0,0.022388059701492536,0.0,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,Zn,0.0024875621890547263,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0024875621890547263,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.004975124378109453
F,As,0.007462686567164179,0.004975124378109453,0.0,0.03980099502487562,0.03980099502487562,0.01990049751243781,0.014925373134328358,0.009950248756218905,0.004975124378109453,0.0,0.0,0.007462686567164179,0.0,0.017412935323383085,0.004975124378109453,0.0024875621890547263,0.0,0.007462686567164179,0.0,0.007462686567164179,0.0,0.03980099502487562,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.004975124378109453,0.0024875621890547263
F,Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F,Ag,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0
F,Sb,0.0,0.0,0.0,0.0024875621890547263,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0
F,Ba,0.03980099502487562,0.007462686567164179,0.03233830845771144,0.1044776119402985,0.11442786069651742,0.0472636815920398,0.012437810945273632,0.01990049751243781,0.05970149253731343,0.03482587064676617,0.0024875621890547263,0.007462686567164179,0.0024875621890547263,0.029850746268656716,0.03482587064676617,0.007462686567164179,0.007462686567164179,0.017412935323383085,0.0,0.0,0.0024875621890547263,0.0024875621890547263,0.0,0.0,0.0,0.11442786069651742,0.0,0.0,0.0,0.03233830845771144
F,Pb,0.014925373134328358,0.004975124378109453,0.0024875621890547263,0.03233830845771144,0.0472636815920398,0.0,0.0024875621890547263,0.009950248756218905,0.004975124378109453,0.004975124378109453,0.007462686567164179,0.01990049751243781,0.0,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0472636815920398,0.0,0.0,0.0
F,Bi,0.0,0.0,0.0024875621890547263,0.007462686567164179,0.009950248756218905,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024875621890547263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009950248756218905,0.0,0.0
F,U,0.01990049751243781,0.0,0.004975124378109453,0.01990049751243781,0.01990049751243781,0.0024875621890547263,0.004975124378109453,0.012437810945273632,0.0,0.0024875621890547263,0.007462686567164179,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.01990049751243781,0.0
F,REE,0.03482587064676617,0.014925373134328358,0.06218905472636816,0.15920398009950248,0.17412935323383086,0.06467661691542288,0.014925373134328358,0.024875621890547265,0.07213930348258707,0.017412935323383085,0.012437810945273632,0.007462686567164179,0.0,0.06716417910447761,0.01990049751243781,0.0,0.007462686567164179,0.009950248756218905,0.0,0.0,0.004975124378109453,0.0024875621890547263,0.0,0.0,0.0,0.03233830845771144,0.0,0.0,0.0,0.17412935323383086
Na,H,0.620889748549323,0.048355899419729204,0.06286266924564797,0.620889748549323,0.05222437137330754,0.620889748549323,0.10251450676982592,0.1760154738878143,0.34332688588007737,0.086073500967118,0.09864603481624758,0.0367504835589942,0.07833655705996131,0.17988394584139264,0.07833655705996131,0.027079303675048357,0.07833655705996131,0.12475822050290135,0.0019342359767891683,0.015473887814313346,0.010638297872340425,0.03481624758220503,0.0019342359767891683,0.0,0.0038684719535783366,0.04061895551257253,0.0029013539651837525,0.0009671179883945841,0.031914893617021274,0.035783365570599614
Na,B,0.048355899419729204,0.05899419729206963,0.0009671179883945841,0.05705996131528046,0.009671179883945842,0.05899419729206963,0.013539651837524178,0.020309477756286266,0.03868471953578337,0.0,0.0019342359767891683,0.0029013539651837525,0.005802707930367505,0.008704061895551257,0.0029013539651837525,0.0029013539651837525,0.005802707930367505,0.007736943907156673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038684719535783366,0.0,0.0,0.0,0.0009671179883945841
Na,C,0.06286266924564797,0.0009671179883945841,0.10348162475822051,0.10348162475822051,0.014506769825918761,0.10348162475822051,0.008704061895551257,0.013539651837524178,0.020309477756286266,0.01160541586073501,0.012572533849129593,0.007736943907156673,0.006769825918762089,0.029013539651837523,0.0038684719535783366,0.0009671179883945841,0.007736943907156673,0.006769825918762089,0.0009671179883945841,0.005802707930367505,0.0,0.0,0.0,0.0,0.0,0.008704061895551257,0.0019342359767891683,0.0,0.006769825918762089,0.02804642166344294
Na,O,0.620889748549323,0.05705996131528046,0.10348162475822051,0.97678916827853,0.14410058027079303,0.97678916827853,0.16924564796905223,0.24758220502901354,0.5183752417794971,0.14893617021276595,0.14893617021276595,0.0735009671179884,0.13152804642166344,0.2911025145067698,0.13733075435203096,0.03481624758220503,0.1276595744680851,0.19342359767891681,0.0019342359767891683,0.04061895551257253,0.017408123791102514,0.06769825918762089,0.0029013539651837525,0.0,0.005802707930367505,0.05899419729206963,0.005802707930367505,0.004835589941972921,0.03288201160541586,0.07543520309477757
Na,F,0.05222437137330754,0.009671179883945842,0.014506769825918761,0.14410058027079303,0.16150870406189555,0.16150870406189555,0.029013539651837523,0.04932301740812379,0.08897485493230174,0.029980657640232108,0.012572533849129593,0.010638297872340425,0.0183752417794971,0.06866537717601548,0.03481624758220503,0.0,0.01644100580270793,0.022243713733075435,0.0,0.0029013539651837525,0.0009671179883945841,0.007736943907156673,0.0,0.0,0.0,0.0183752417794971,0.0,0.0009671179883945841,0.0009671179883945841,0.025145067698259187
Na,Na,0.620889748549323,0.05899419729206963,0.10348162475822051,0.97678916827853,0.16150870406189555,1.0,0.172147001934236,0.2562862669245648,0.5212765957446809,0.14893617021276595,0.15087040618955513,0.07640232108317214,0.13636363636363635,0.29497098646034814,0.13733075435203096,0.03481624758220503,0.1286266924564797,0.19439071566731142,0.0019342359767891683,0.041586073500967116,0.017408123791102514,0.06769825918762089,0.0029013539651837525,0.0,0.005802707930367505,0.059961315280464215,0.005802707930367505,0.004835589941972921,0.03288201160541586,0.07736943907156674
Na,Mg,0.10251450676982592,0.013539651837524178,0.008704061895551257,0.16924564796905223,0.029013539651837523,0.172147001934236,0.172147001934236,0.061895551257253385,0.08317214700193423,0.030947775628626693,0.01644100580270793,0.006769825918762089,0.027079303675048357,0.058027079303675046,0.012572533849129593,0.010638297872340425,0.01644100580270793,0.03868471953578337,0.0,0.0038684719535783366,0.0,0.022243713733075435,0.0009671179883945841,0.0,0.0,0.0038684719535783366,0.0,0.0,0.0019342359767891683,0.0009671179883945841
Na,Al,0.1760154738878143,0.020309477756286266,0.013539651837524178,0.24758220502901354,0.04932301740812379,0.2562862669245648,0.061895551257253385,0.2562862669245648,0.16827852998065765,0.04448742746615087,0.03868471953578337,0.02127659574468085,0.030947775628626693,0.09671179883945841,0.004835589941972921,0.004835589941972921,0.017408123791102514,0.04932301740812379,0.0,0.0009671179883945841,0.0009671179883945841,0.007736943907156673,0.0,0.0,0.0,0.006769825918762089,0.0009671179883945841,0.0,0.0009671179883945841,0.0009671179883945841
Na,Si,0.34332688588007737,0.03868471953578337,0.020309477756286266,0.5183752417794971,0.08897485493230174,0.5212765957446809,0.08317214700193423,0.16827852998065765,0.5212765957446809,0.01644100580270793,0.02611218568665377,0.031914893617021274,0.09090909090909091,0.17988394584139264,0.12669245647969052,0.008704061895551257,0.08027079303675048,0.109284332688588,0.0,0.0019342359767891683,0.010638297872340425,0.0019342359767891683,0.0,0.0,0.0,0.041586073500967116,0.0,0.0,0.0009671179883945841,0.04448742746615087
Na,P,0.086073500967118,0.0,0.01160541586073501,0.14893617021276595,0.029980657640232108,0.14893617021276595,0.030947775628626693,0.04448742746615087,0.01644100580270793,0.14893617021276595,0.0009671179883945841,0.0019342359767891683,0.009671179883945842,0.048355899419729204,0.009671179883945842,0.0009671179883945841,0.031914893617021274,0.047388781431334626,0.0,0.0038684719535783366,0.0,0.0029013539651837525,0.0,0.0,0.0,0.01160541586073501,0.0009671179883945841,0.0,0.0019342359767891683,0.012572533849129593
Na,S,0.09864603481624758,0.0019342359767891683,0.012572533849129593,0.14893617021276595,0.012572533849129593,0.15087040618955513,0.01644100580270793,0.03868471953578337,0.02611218568665377,0.0009671179883945841,0.15087040618955513,0.027079303675048357,0.029980657640232108,0.03288201160541586,0.0019342359767891683,0.0009671179883945841,0.0038684719535783366,0.01644100580270793,0.0009671179883945841,0.012572533849129593,0.0038684719535783366,0.0009671179883945841,0.0,0.0,0.0019342359767891683,0.0019342359767891683,0.0009671179883945841,0.0029013539651837525,0.020309477756286266,0.004835589941972921
Na,Cl,0.0367504835589942,0.0029013539651837525,0.007736943907156673,0.0735009671179884,0.010638297872340425,0.07640232108317214,0.006769825918762089,0.02127659574468085,0.031914893617021274,0.0019342359767891683,0.027079303675048357,0.07640232108317214,0.013539651837524178,0.031914893617021274,0.0038684719535783366,0.0009671179883945841,0.005802707930367505,0.017408123791102514,0.0,0.01160541586073501,0.0009671179883945841,0.010638297872340425,0.0009671179883945841,0.0,0.0,0.0019342359767891683,0.0019342359767891683,0.0009671179883945841,0.0009671179883945841,0.0029013539651837525
Na,K,0.07833655705996131,0.005802707930367505,0.006769825918762089,0.13152804642166344,0.0183752417794971,0.13636363636363635,0.027079303675048357,0.030947775628626693,0.09090909090909091,0.009671179883945842,0.029980657640232108,0.013539651837524178,0.13636363636363635,0.043520309477756286,0.02321083172147002,0.0019342359767891683,0.017408123791102514,0.02804642166344294,0.0,0.007736943907156673,0.0029013539651837525,0.004835589941972921,0.0009671179883945841,0.0,0.0,0.007736943907156673,0.0,0.0,0.0029013539651837525,0.0038684719535783366
Na,Ca,0.17988394584139264,0.008704061895551257,0.029013539651837523,0.2911025145067698,0.06866537717601548,0.29497098646034814,0.058027079303675046,0.09671179883945841,0.17988394584139264,0.048355899419729204,0.03288201160541586,0.031914893617021274,0.043520309477756286,0.29497098646034814,0.031914893617021274,0.008704061895551257,0.039651837524177946,0.06382978723404255,0.0,0.008704061895551257,0.0009671179883945841,0.027079303675048357,0.0,0.0,0.0,0.007736943907156673,0.0019342359767891683,0.0,0.0038684719535783366,0.0183752417794971
Na,Ti,0.07833655705996131,0.0029013539651837525,0.0038684719535783366,0.13733075435203096,0.03481624758220503,0.13733075435203096,0.012572533849129593,0.004835589941972921,0.12669245647969052,0.009671179883945842,0.0019342359767891683,0.0038684719535783366,0.02321083172147002,0.031914893617021274,0.13733075435203096,0.0009671179883945841,0.022243713733075435,0.025145067698259187,0.0,0.0019342359767891683,0.005802707930367505,0.0029013539651837525,0.0,0.0,0.0009671179883945841,0.03481624758220503,0.0,0.0,0.0,0.01644100580270793
Na,V,0.027079303675048357,0.0029013539651837525,0.0009671179883945841,0.03481624758220503,0.0,0.03481624758220503,0.010638297872340425,0.004835589941972921,0.008704061895551257,0.0009671179883945841,0.0009671179883945841,0.0009671179883945841,0.0019342359767891683,0.008704061895551257,0.0009671179883945841,0.03481624758220503,0.005802707930367505,0.0009671179883945841,0.0,0.0009671179883945841,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0
Na,Mn,0.07833655705996131,0.005802707930367505,0.007736943907156673,0.1276595744680851,0.01644100580270793,0.1286266924564797,0.01644100580270793,0.017408123791102514,0.08027079303675048,0.031914893617021274,0.0038684719535783366,0.005802707930367505,0.017408123791102514,0.039651837524177946,0.022243713733075435,0.005802707930367505,0.1286266924564797,0.02611218568665377,0.0,0.0,0.0019342359767891683,0.010638297872340425,0.0,0.0,0.0,0.007736943907156673,0.0,0.0,0.0,0.007736943907156673
