zaxis,yaxis,H,Na,K,Mg,Ca,Ba,Ti,V,Mn,Fe,Ni,Cu,Ag,Zn,B,Al,C,Si,Pb,REE,U,F,Cl,O,S,Se,P,As,Sb,Bi
V,Mg,0.061946903,0.026548673,0.008849558,0.075221239,0.022123894,0,0,0.075221239,0.004424779,0.008849558,0,0,0,0,0.013274336,0.022123894,0,0.022123894,0,0,0,0,0,0.075221239,0.004424779,0,0,0,0,0
V,Ca,0.181415929,0.039823009,0.013274336,0.022123894,0.221238938,0.013274336,0.004424779,0.221238938,0.008849558,0.03539823,0,0.004424779,0,0,0,0.030973451,0.004424779,0.053097345,0,0.004424779,0.013274336,0.008849558,0,0.221238938,0,0,0.008849558,0.017699115,0,0
V,Ba,0.057522124,0,0.004424779,0,0.013274336,0.088495575,0.013274336,0.088495575,0.008849558,0.008849558,0,0.004424779,0,0,0.004424779,0.008849558,0.004424779,0.039823009,0,0,0.004424779,0.008849558,0.004424779,0.088495575,0,0,0.013274336,0,0,0
V,Ti,0.053097345,0.004424779,0.004424779,0,0.004424779,0.013274336,0.084070796,0.084070796,0.017699115,0.044247788,0,0,0,0.004424779,0.004424779,0.004424779,0.004424779,0.008849558,0.008849558,0.022123894,0.022123894,0.008849558,0.004424779,0.079646018,0,0,0,0.008849558,0,0
V,V,0.67699115,0.128318584,0.066371681,0.075221239,0.221238938,0.088495575,0.084070796,1,0.123893805,0.159292035,0.013274336,0.123893805,0.004424779,0.030973451,0.017699115,0.146017699,0.008849558,0.168141593,0.097345133,0.048672566,0.084070796,0.026548673,0.03539823,0.960176991,0.075221239,0,0.048672566,0.039823009,0.008849558,0.030973451
V,Mn,0.097345133,0.022123894,0.008849558,0.004424779,0.008849558,0.008849558,0.017699115,0.123893805,0.123893805,0.022123894,0,0,0,0.004424779,0,0.013274336,0,0.044247788,0.022123894,0.017699115,0.017699115,0,0,0.123893805,0,0,0.004424779,0,0,0
V,Fe,0.119469027,0.017699115,0.008849558,0.008849558,0.03539823,0.008849558,0.044247788,0.159292035,0.022123894,0.159292035,0,0.013274336,0,0.004424779,0,0.026548673,0.004424779,0.017699115,0.030973451,0.026548673,0.022123894,0.008849558,0,0.154867257,0,0,0.004424779,0.004424779,0,0
V,Ni,0.013274336,0,0,0,0,0,0,0.013274336,0,0,0.013274336,0,0,0.008849558,0,0.008849558,0,0,0,0,0,0,0,0.013274336,0,0,0,0,0,0
V,Cu,0.044247788,0.004424779,0.008849558,0,0.004424779,0.004424779,0,0.123893805,0,0.013274336,0,0.123893805,0,0,0,0.013274336,0,0,0.008849558,0,0.004424779,0.008849558,0.017699115,0.101769912,0.022123894,0,0.008849558,0.008849558,0.004424779,0.004424779
V,Ag,0,0,0,0,0,0,0,0.004424779,0,0,0,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0.004424779,0,0,0,0,0,0
V,Zn,0.026548673,0,0,0,0,0,0.004424779,0.030973451,0.004424779,0.004424779,0.008849558,0,0,0.030973451,0,0.008849558,0,0.004424779,0.013274336,0.004424779,0.004424779,0,0,0.030973451,0,0,0,0,0,0
V,B,0.017699115,0.013274336,0,0.013274336,0,0.004424779,0.004424779,0.017699115,0,0,0,0,0,0,0.017699115,0.004424779,0,0.017699115,0,0,0,0,0.004424779,0.017699115,0,0,0,0,0,0
V,Al,0.132743363,0.013274336,0.004424779,0.022123894,0.030973451,0.008849558,0.004424779,0.146017699,0.013274336,0.026548673,0.008849558,0.013274336,0,0.008849558,0.004424779,0.146017699,0.004424779,0.053097345,0.004424779,0.008849558,0.008849558,0.013274336,0,0.146017699,0.004424779,0,0.017699115,0.004424779,0,0
V,C,0.004424779,0,0,0,0.004424779,0.004424779,0.004424779,0.008849558,0,0.004424779,0,0,0,0,0,0.004424779,0.008849558,0.004424779,0,0,0,0.004424779,0,0.004424779,0,0,0,0,0,0
V,Si,0.10619469,0.030973451,0.013274336,0.022123894,0.053097345,0.039823009,0.008849558,0.168141593,0.044247788,0.017699115,0,0,0,0.004424779,0.017699115,0.053097345,0.004424779,0.168141593,0.004424779,0.008849558,0,0.008849558,0.008849558,0.168141593,0,0,0,0.004424779,0,0
V,Pb,0.061946903,0,0,0,0,0,0.008849558,0.097345133,0.022123894,0.030973451,0,0.008849558,0,0.013274336,0,0.004424779,0,0.004424779,0.097345133,0.004424779,0.008849558,0,0.017699115,0.097345133,0,0,0.008849558,0.004424779,0,0.004424779
V,REE,0.030973451,0,0,0,0.004424779,0,0.022123894,0.048672566,0.017699115,0.026548673,0,0,0,0.004424779,0,0.008849558,0,0.008849558,0.004424779,0.048672566,0.022123894,0.008849558,0,0.048672566,0,0,0,0,0,0
V,U,0.084070796,0.004424779,0.008849558,0,0.013274336,0.004424779,0.022123894,0.084070796,0.017699115,0.022123894,0,0.004424779,0,0.004424779,0,0.008849558,0,0,0.008849558,0.022123894,0.084070796,0.008849558,0,0.084070796,0.004424779,0,0.004424779,0,0,0
V,F,0.022123894,0,0,0,0.008849558,0.008849558,0.008849558,0.026548673,0,0.008849558,0,0.008849558,0,0,0,0.013274336,0.004424779,0.008849558,0,0.008849558,0.008849558,0.026548673,0,0.026548673,0,0,0.008849558,0,0,0
V,Cl,0.008849558,0,0.004424779,0,0,0.004424779,0.004424779,0.03539823,0,0,0,0.017699115,0,0,0.004424779,0,0,0.008849558,0.017699115,0,0,0,0.03539823,0.03539823,0,0,0,0.004424779,0,0
V,O,0.67699115,0.128318584,0.061946903,0.075221239,0.221238938,0.088495575,0.079646018,0.960176991,0.123893805,0.154867257,0.013274336,0.101769912,0.004424779,0.030973451,0.017699115,0.146017699,0.004424779,0.168141593,0.097345133,0.048672566,0.084070796,0.026548673,0.03539823,0.960176991,0.044247788,0,0.048672566,0.030973451,0.004424779,0.030973451
V,S,0.039823009,0,0.008849558,0.004424779,0,0,0,0.075221239,0,0,0,0.022123894,0,0,0,0.004424779,0,0,0,0,0.004424779,0,0,0.044247788,0.075221239,0,0,0.008849558,0.004424779,0
V,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,P,0.048672566,0,0,0,0.008849558,0.013274336,0,0.048672566,0.004424779,0.004424779,0,0.008849558,0,0,0,0.017699115,0,0,0.008849558,0,0.004424779,0.008849558,0,0.048672566,0,0,0.048672566,0,0,0
V,As,0.026548673,0.004424779,0,0,0.017699115,0,0.008849558,0.039823009,0,0.004424779,0,0.008849558,0,0,0,0.004424779,0,0.004424779,0.004424779,0,0,0,0.004424779,0.030973451,0.008849558,0,0,0.039823009,0.004424779,0
V,Sb,0,0,0,0,0,0,0,0.008849558,0,0,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0,0.004424779,0.004424779,0,0,0.004424779,0.008849558,0
V,Bi,0.017699115,0,0,0,0,0,0,0.030973451,0,0,0,0.004424779,0,0,0,0,0,0,0.004424779,0,0,0,0,0.030973451,0,0,0,0,0,0.030973451
Mn,H,0.684881603,0.173041894,0.078324226,0.076502732,0.214936248,0.047358834,0.081967213,0.04007286,0.684881603,0.171220401,0.005464481,0.009107468,0.001821494,0.045537341,0.023679417,0.123861566,0.027322404,0.342440801,0.032786885,0.052823315,0.009107468,0.058287796,0.049180328,0.684881603,0.030965392,0,0.140255009,0.091074681,0.001821494,0
Mn,Na,0.173041894,0.260473588,0.06557377,0.029143898,0.112932605,0.025500911,0.072859745,0.009107468,0.260473588,0.076502732,0,0,0,0.005464481,0.010928962,0.038251366,0.016393443,0.171220401,0.005464481,0.034608379,0.001821494,0.058287796,0.025500911,0.258652095,0.009107468,0,0.052823315,0.014571949,0.001821494,0
Mn,K,0.078324226,0.06557377,0.102003643,0.018214936,0.030965392,0.014571949,0.032786885,0.003642987,0.102003643,0.025500911,0,0,0,0.007285974,0.001821494,0.023679417,0,0.081967213,0,0.001821494,0,0.021857923,0.005464481,0.098360656,0.001821494,0,0.009107468,0,0,0
Mn,Mg,0.076502732,0.029143898,0.018214936,0.114754098,0.032786885,0.003642987,0.007285974,0.001821494,0.114754098,0.051001821,0.003642987,0,0,0.016393443,0.009107468,0.04007286,0.003642987,0.054644809,0.005464481,0.001821494,0,0.005464481,0.005464481,0.114754098,0.001821494,0,0.029143898,0.014571949,0.005464481,0
Mn,Ca,0.214936248,0.112932605,0.030965392,0.032786885,0.280510018,0.018214936,0.045537341,0.003642987,0.280510018,0.094717668,0.001821494,0,0.001821494,0.009107468,0.010928962,0.049180328,0.014571949,0.156648452,0.007285974,0.029143898,0,0.036429872,0.025500911,0.280510018,0.005464481,0,0.063752277,0.023679417,0.003642987,0
Mn,Ba,0.047358834,0.025500911,0.014571949,0.003642987,0.018214936,0.056466302,0.023679417,0.003642987,0.056466302,0.014571949,0,0,0,0,0.001821494,0.005464481,0,0.04007286,0.001821494,0.001821494,0,0.021857923,0.010928962,0.056466302,0,0,0.007285974,0,0,0
Mn,Ti,0.081967213,0.072859745,0.032786885,0.007285974,0.045537341,0.023679417,0.116575592,0.007285974,0.116575592,0.051001821,0,0,0,0.005464481,0.001821494,0.003642987,0,0.083788707,0.010928962,0.021857923,0.007285974,0.04007286,0.010928962,0.116575592,0,0,0.005464481,0.001821494,0.001821494,0
Mn,V,0.04007286,0.009107468,0.003642987,0.001821494,0.003642987,0.003642987,0.007285974,0.051001821,0.051001821,0.009107468,0,0,0,0.001821494,0,0.005464481,0,0.018214936,0.009107468,0.007285974,0.007285974,0,0,0.051001821,0,0,0.001821494,0,0,0
Mn,Mn,0.684881603,0.260473588,0.102003643,0.114754098,0.280510018,0.056466302,0.116575592,0.051001821,1,0.253187614,0.005464481,0.014571949,0.010928962,0.06010929,0.043715847,0.153005464,0.04007286,0.448087432,0.061930783,0.072859745,0.010928962,0.076502732,0.061930783,0.967213115,0.063752277,0,0.196721311,0.103825137,0.032786885,0.001821494
Mn,Fe,0.171220401,0.076502732,0.025500911,0.051001821,0.094717668,0.014571949,0.051001821,0.009107468,0.253187614,0.253187614,0.001821494,0.003642987,0,0.025500911,0.003642987,0.04007286,0,0.100182149,0.02003643,0.038251366,0.007285974,0.025500911,0.016393443,0.25136612,0.001821494,0,0.098360656,0.012750455,0.007285974,0
Mn,Ni,0.005464481,0,0,0.003642987,0.001821494,0,0,0,0.005464481,0.001821494,0.005464481,0,0,0,0,0,0,0,0,0,0,0,0,0.005464481,0,0,0,0,0,0
Mn,Cu,0.009107468,0,0,0,0,0,0,0,0.014571949,0.003642987,0,0.014571949,0,0,0,0,0,0.005464481,0,0.001821494,0,0,0.003642987,0.014571949,0.001821494,0,0,0.003642987,0,0
Mn,Ag,0.001821494,0,0,0,0.001821494,0,0,0,0.010928962,0,0,0,0.010928962,0,0,0,0,0,0.003642987,0,0,0,0,0.001821494,0.009107468,0,0,0.003642987,0.005464481,0
Mn,Zn,0.045537341,0.005464481,0.007285974,0.016393443,0.009107468,0,0.005464481,0.001821494,0.06010929,0.025500911,0,0,0,0.06010929,0,0.007285974,0,0.027322404,0.007285974,0.005464481,0.001821494,0.001821494,0,0.058287796,0.003642987,0,0.009107468,0.010928962,0.001821494,0
Mn,B,0.023679417,0.010928962,0.001821494,0.009107468,0.010928962,0.001821494,0.001821494,0,0.043715847,0.003642987,0,0,0,0,0.043715847,0.005464481,0.001821494,0.02003643,0.001821494,0.003642987,0,0.005464481,0.007285974,0.043715847,0,0,0.003642987,0,0.003642987,0
Mn,Al,0.123861566,0.038251366,0.023679417,0.04007286,0.049180328,0.005464481,0.003642987,0.005464481,0.153005464,0.04007286,0,0,0,0.007285974,0.005464481,0.153005464,0.003642987,0.094717668,0.003642987,0.016393443,0,0.012750455,0,0.153005464,0.007285974,0,0.047358834,0.007285974,0.001821494,0
Mn,C,0.027322404,0.016393443,0,0.003642987,0.014571949,0,0,0,0.04007286,0,0,0,0,0,0.001821494,0.003642987,0.04007286,0.005464481,0.003642987,0.007285974,0,0.003642987,0.005464481,0.04007286,0.009107468,0,0.003642987,0.003642987,0,0
Mn,Si,0.342440801,0.171220401,0.081967213,0.054644809,0.156648452,0.04007286,0.083788707,0.018214936,0.448087432,0.100182149,0,0.005464481,0,0.027322404,0.02003643,0.094717668,0.005464481,0.448087432,0.010928962,0.051001821,0,0.061930783,0.036429872,0.444444444,0.003642987,0,0.014571949,0.023679417,0.009107468,0
Mn,Pb,0.032786885,0.005464481,0,0.005464481,0.007285974,0.001821494,0.010928962,0.009107468,0.061930783,0.02003643,0,0,0.003642987,0.007285974,0.001821494,0.003642987,0.003642987,0.010928962,0.061930783,0.009107468,0.003642987,0.001821494,0.005464481,0.056466302,0.010928962,0,0,0.009107468,0.005464481,0
Mn,REE,0.052823315,0.034608379,0.001821494,0.001821494,0.029143898,0.001821494,0.021857923,0.007285974,0.072859745,0.038251366,0,0.001821494,0,0.005464481,0.003642987,0.016393443,0.007285974,0.051001821,0.009107468,0.072859745,0.007285974,0.014571949,0.010928962,0.072859745,0.001821494,0,0.003642987,0.005464481,0,0
Mn,U,0.009107468,0.001821494,0,0,0,0,0.007285974,0.007285974,0.010928962,0.007285974,0,0,0,0.001821494,0,0,0,0,0.003642987,0.007285974,0.010928962,0,0,0.010928962,0,0,0.003642987,0,0,0
Mn,F,0.058287796,0.058287796,0.021857923,0.005464481,0.036429872,0.021857923,0.04007286,0,0.076502732,0.025500911,0,0,0,0.001821494,0.005464481,0.012750455,0.003642987,0.061930783,0.001821494,0.014571949,0,0.076502732,0.007285974,0.076502732,0.001821494,0,0.012750455,0,0,0
Mn,Cl,0.049180328,0.025500911,0.005464481,0.005464481,0.025500911,0.010928962,0.010928962,0,0.061930783,0.016393443,0,0.003642987,0,0,0.007285974,0,0.005464481,0.036429872,0.005464481,0.010928962,0,0.007285974,0.061930783,0.056466302,0.005464481,0,0.001821494,0.001821494,0,0
Mn,O,0.684881603,0.258652095,0.098360656,0.114754098,0.280510018,0.056466302,0.116575592,0.051001821,0.967213115,0.25136612,0.005464481,0.014571949,0.001821494,0.058287796,0.043715847,0.153005464,0.04007286,0.444444444,0.056466302,0.072859745,0.010928962,0.076502732,0.056466302,0.967213115,0.04007286,0,0.196721311,0.100182149,0.023679417,0
Mn,S,0.030965392,0.009107468,0.001821494,0.001821494,0.005464481,0,0,0,0.063752277,0.001821494,0,0.001821494,0.009107468,0.003642987,0,0.007285974,0.009107468,0.003642987,0.010928962,0.001821494,0,0.001821494,0.005464481,0.04007286,0.063752277,0,0,0.003642987,0.009107468,0.001821494
Mn,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mn,P,0.140255009,0.052823315,0.009107468,0.029143898,0.063752277,0.007285974,0.005464481,0.001821494,0.196721311,0.098360656,0,0,0,0.009107468,0.003642987,0.047358834,0.003642987,0.014571949,0,0.003642987,0.003642987,0.012750455,0.001821494,0.196721311,0,0,0.196721311,0,0,0
Mn,As,0.091074681,0.014571949,0,0.014571949,0.023679417,0,0.001821494,0,0.103825137,0.012750455,0,0.003642987,0.003642987,0.010928962,0,0.007285974,0.003642987,0.023679417,0.009107468,0.005464481,0,0,0.001821494,0.100182149,0.003642987,0,0,0.103825137,0.005464481,0
Mn,Sb,0.001821494,0.001821494,0,0.005464481,0.003642987,0,0.001821494,0,0.032786885,0.007285974,0,0,0.005464481,0.001821494,0.003642987,0.001821494,0,0.009107468,0.005464481,0,0,0,0,0.023679417,0.009107468,0,0,0.005464481,0.032786885,0
Mn,Bi,0,0,0,0,0,0,0,0,0.001821494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001821494,0,0,0,0,0.001821494
Fe,H,0.608333333,0.137962963,0.072222222,0.105555556,0.160185185,0.034259259,0.066666667,0.025,0.087037037,0.608333333,0.008333333,0.027777778,0.000925926,0.040740741,0.016666667,0.144444444,0.018518519,0.211111111,0.039814815,0.038888889,0.018518519,0.031481481,0.037962963,0.608333333,0.1,0.000925926,0.143518519,0.07962963,0.005555556,0.009259259
Fe,Na,0.137962963,0.205555556,0.038888889,0.048148148,0.084259259,0.014814815,0.042592593,0.003703704,0.038888889,0.205555556,0,0.010185185,0,0.003703704,0.011111111,0.055555556,0.006481481,0.124074074,0.003703704,0.018518519,0.001851852,0.038888889,0.023148148,0.203703704,0.016666667,0,0.040740741,0.016666667,0.000925926,0
Fe,K,0.072222222,0.038888889,0.1,0.025,0.025,0.007407407,0.021296296,0.001851852,0.012962963,0.1,0.000925926,0.007407407,0.000925926,0.002777778,0,0.027777778,0.000925926,0.055555556,0.000925926,0,0,0.011111111,0.012037037,0.093518519,0.02037037,0,0.012037037,0.002777778,0.000925926,0.000925926
Fe,Mg,0.105555556,0.048148148,0.025,0.164814815,0.061111111,0.009259259,0.028703704,0.001851852,0.025925926,0.164814815,0.001851852,0.00462963,0,0.012962963,0.012037037,0.068518519,0.005555556,0.086111111,0.002777778,0.006481481,0.000925926,0.019444444,0.003703704,0.164814815,0.011111111,0,0.023148148,0.008333333,0.003703704,0.000925926
Fe,Ca,0.160185185,0.084259259,0.025,0.061111111,0.226851852,0.011111111,0.032407407,0.007407407,0.048148148,0.226851852,0,0.007407407,0,0.008333333,0.012037037,0.082407407,0.003703704,0.132407407,0.003703704,0.028703704,0.00462963,0.024074074,0.021296296,0.226851852,0.00462963,0,0.05,0.025,0.00462963,0.000925926
Fe,Ba,0.034259259,0.014814815,0.007407407,0.009259259,0.011111111,0.049074074,0.023148148,0.001851852,0.007407407,0.049074074,0.000925926,0.000925926,0,0,0.001851852,0.006481481,0.002777778,0.030555556,0.001851852,0.003703704,0,0.009259259,0.006481481,0.048148148,0.001851852,0,0.006481481,0.002777778,0,0
Fe,Ti,0.066666667,0.042592593,0.021296296,0.028703704,0.032407407,0.023148148,0.126851852,0.009259259,0.025925926,0.126851852,0,0,0,0.007407407,0.00462963,0.02037037,0.001851852,0.062962963,0.007407407,0.032407407,0.010185185,0.022222222,0.006481481,0.123148148,0.001851852,0,0.003703704,0.005555556,0.001851852,0
Fe,V,0.025,0.003703704,0.001851852,0.001851852,0.007407407,0.001851852,0.009259259,0.033333333,0.00462963,0.033333333,0,0.002777778,0,0.000925926,0,0.005555556,0.000925926,0.003703704,0.006481481,0.005555556,0.00462963,0.001851852,0,0.032407407,0,0,0.000925926,0.000925926,0,0
Fe,Mn,0.087037037,0.038888889,0.012962963,0.025925926,0.048148148,0.007407407,0.025925926,0.00462963,0.128703704,0.128703704,0.000925926,0.001851852,0,0.012962963,0.001851852,0.02037037,0,0.050925926,0.010185185,0.019444444,0.003703704,0.012962963,0.008333333,0.127777778,0.000925926,0,0.05,0.006481481,0.003703704,0
Fe,Fe,0.608333333,0.205555556,0.1,0.164814815,0.226851852,0.049074074,0.126851852,0.033333333,0.128703704,1,0.037037037,0.099074074,0.014814815,0.059259259,0.035185185,0.192592593,0.027777778,0.317592593,0.069444444,0.067592593,0.025925926,0.057407407,0.051851852,0.851851852,0.202777778,0.008333333,0.183333333,0.111111111,0.030555556,0.02037037
Fe,Ni,0.008333333,0,0.000925926,0.001851852,0,0.000925926,0,0,0.000925926,0.037037037,0.037037037,0.006481481,0.000925926,0,0.000925926,0.000925926,0.002777778,0.000925926,0.002777778,0,0,0,0.003703704,0.010185185,0.015740741,0,0.00462963,0.001851852,0.000925926,0
Fe,Cu,0.027777778,0.010185185,0.007407407,0.00462963,0.007407407,0.000925926,0,0.002777778,0.001851852,0.099074074,0.006481481,0.099074074,0.005555556,0.011111111,0,0.007407407,0,0.00462963,0.014814815,0.000925926,0,0,0.00462963,0.040740741,0.061111111,0.00462963,0.00462963,0.025,0.005555556,0.010185185
Fe,Ag,0.000925926,0,0.000925926,0,0,0,0,0,0,0.014814815,0.000925926,0.005555556,0.014814815,0.002777778,0,0,0,0,0.000925926,0,0,0,0,0.000925926,0.013888889,0.000925926,0,0.000925926,0.003703704,0.000925926
Fe,Zn,0.040740741,0.003703704,0.002777778,0.012962963,0.008333333,0,0.007407407,0.000925926,0.012962963,0.059259259,0,0.011111111,0.002777778,0.059259259,0,0.012037037,0.000925926,0.006481481,0.007407407,0.003703704,0.000925926,0.001851852,0,0.046296296,0.018518519,0.000925926,0.007407407,0.017592593,0.002777778,0.000925926
Fe,B,0.016666667,0.011111111,0,0.012037037,0.012037037,0.001851852,0.00462963,0,0.001851852,0.035185185,0.000925926,0,0,0,0.035185185,0.017592593,0,0.023148148,0,0.005555556,0,0.008333333,0.00462963,0.035185185,0.001851852,0,0.002777778,0.001851852,0.000925926,0
Fe,Al,0.144444444,0.055555556,0.027777778,0.068518519,0.082407407,0.006481481,0.02037037,0.005555556,0.02037037,0.192592593,0.000925926,0.007407407,0,0.012037037,0.017592593,0.192592593,0.001851852,0.113888889,0.003703704,0.016666667,0.000925926,0.018518519,0.003703704,0.190740741,0.012962963,0,0.036111111,0.009259259,0.001851852,0
Fe,C,0.018518519,0.006481481,0.000925926,0.005555556,0.003703704,0.002777778,0.001851852,0.000925926,0,0.027777778,0.002777778,0,0,0.000925926,0,0.001851852,0.027777778,0.007407407,0.000925926,0.000925926,0,0.000925926,0.000925926,0.023148148,0.001851852,0,0.001851852,0,0,0
Fe,Si,0.211111111,0.124074074,0.055555556,0.086111111,0.132407407,0.030555556,0.062962963,0.003703704,0.050925926,0.317592593,0.000925926,0.00462963,0,0.006481481,0.023148148,0.113888889,0.007407407,0.317592593,0.008333333,0.04537037,0,0.04537037,0.024074074,0.309259259,0.002777778,0,0.007407407,0.007407407,0.002777778,0.000925926
Fe,Pb,0.039814815,0.003703704,0.000925926,0.002777778,0.003703704,0.001851852,0.007407407,0.006481481,0.010185185,0.069444444,0.002777778,0.014814815,0.000925926,0.007407407,0,0.003703704,0.000925926,0.008333333,0.069444444,0.005555556,0.00462963,0.000925926,0.00462963,0.052777778,0.022222222,0,0.008333333,0.012037037,0.006481481,0.007407407
Fe,REE,0.038888889,0.018518519,0,0.006481481,0.028703704,0.003703704,0.032407407,0.005555556,0.019444444,0.067592593,0,0.000925926,0,0.003703704,0.005555556,0.016666667,0.000925926,0.04537037,0.005555556,0.067592593,0.012037037,0.012962963,0.003703704,0.067592593,0,0,0.003703704,0.00462963,0,0
Fe,U,0.018518519,0.001851852,0,0.000925926,0.00462963,0,0.010185185,0.00462963,0.003703704,0.025925926,0,0,0,0.000925926,0,0.000925926,0,0,0.00462963,0.012037037,0.025925926,0.001851852,0,0.025925926,0.00462963,0,0.005555556,0.002777778,0,0
Fe,F,0.031481481,0.038888889,0.011111111,0.019444444,0.024074074,0.009259259,0.022222222,0.001851852,0.012962963,0.057407407,0,0,0,0.001851852,0.008333333,0.018518519,0.000925926,0.04537037,0.000925926,0.012962963,0.001851852,0.057407407,0.001851852,0.057407407,0,0,0.009259259,0.003703704,0,0
Fe,Cl,0.037962963,0.023148148,0.012037037,0.003703704,0.021296296,0.006481481,0.006481481,0,0.008333333,0.051851852,0.003703704,0.00462963,0,0,0.00462963,0.003703704,0.000925926,0.024074074,0.00462963,0.003703704,0,0.001851852,0.051851852,0.046296296,0.008333333,0,0,0.003703704,0,0.000925926
Fe,O,0.608333333,0.203703704,0.093518519,0.164814815,0.226851852,0.048148148,0.123148148,0.032407407,0.127777778,0.851851852,0.010185185,0.040740741,0.000925926,0.046296296,0.035185185,0.190740741,0.023148148,0.309259259,0.052777778,0.067592593,0.025925926,0.057407407,0.046296296,0.851851852,0.110185185,0.000925926,0.175,0.097222222,0.017592593,0.011111111
Fe,S,0.1,0.016666667,0.02037037,0.011111111,0.00462963,0.001851852,0.001851852,0,0.000925926,0.202777778,0.015740741,0.061111111,0.013888889,0.018518519,0.001851852,0.012962963,0.001851852,0.002777778,0.022222222,0,0.00462963,0,0.008333333,0.110185185,0.202777778,0.000925926,0.006481481,0.015740741,0.013888889,0.010185185
Fe,Se,0.000925926,0,0,0,0,0,0,0,0,0.008333333,0,0.00462963,0.000925926,0.000925926,0,0,0,0,0,0,0,0,0,0.000925926,0.000925926,0.008333333,0,0.002777778,0,0
Fe,P,0.143518519,0.040740741,0.012037037,0.023148148,0.05,0.006481481,0.003703704,0.000925926,0.05,0.183333333,0.00462963,0.00462963,0,0.007407407,0.002777778,0.036111111,0.001851852,0.007407407,0.008333333,0.003703704,0.005555556,0.009259259,0,0.175,0.006481481,0,0.183333333,0.000925926,0,0.002777778
Fe,As,0.07962963,0.016666667,0.002777778,0.008333333,0.025,0.002777778,0.005555556,0.000925926,0.006481481,0.111111111,0.001851852,0.025,0.000925926,0.017592593,0.001851852,0.009259259,0,0.007407407,0.012037037,0.00462963,0.002777778,0.003703704,0.003703704,0.097222222,0.015740741,0.002777778,0.000925926,0.111111111,0.002777778,0.00462963
Fe,Sb,0.005555556,0.000925926,0.000925926,0.003703704,0.00462963,0,0.001851852,0,0.003703704,0.030555556,0.000925926,0.005555556,0.003703704,0.002777778,0.000925926,0.001851852,0,0.002777778,0.006481481,0,0,0,0,0.017592593,0.013888889,0,0,0.002777778,0.030555556,0.005555556
Fe,Bi,0.009259259,0,0.000925926,0.000925926,0.000925926,0,0,0,0,0.02037037,0,0.010185185,0.000925926,0.000925926,0,0,0,0.000925926,0.007407407,0,0,0,0.000925926,0.011111111,0.010185185,0,0.002777778,0.00462963,0.005555556,0.02037037
Ni,H,0.403846154,0.012820513,0.006410256,0.032051282,0.032051282,0,0,0.019230769,0.019230769,0.057692308,0.403846154,0.044871795,0,0.012820513,0,0.051282051,0.083333333,0.044871795,0.006410256,0,0.025641026,0,0.032051282,0.397435897,0.102564103,0.006410256,0.012820513,0.070512821,0.012820513,0.006410256
Ni,Na,0.012820513,0.012820513,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0.006410256,0,0,0,0,0,0,0.012820513,0.006410256,0,0,0,0,0
Ni,K,0.006410256,0,0.012820513,0,0,0,0,0,0,0.006410256,0.012820513,0.006410256,0,0,0,0,0,0,0,0,0,0,0.006410256,0.006410256,0.012820513,0,0,0,0,0
Ni,Mg,0.032051282,0,0,0.032051282,0.006410256,0,0,0,0.012820513,0.012820513,0.032051282,0,0,0,0,0.006410256,0,0.012820513,0,0,0,0,0,0.032051282,0.006410256,0,0,0,0,0
Ni,Ca,0.032051282,0,0,0.006410256,0.032051282,0,0,0,0.006410256,0,0.032051282,0,0,0,0,0,0,0,0,0,0,0,0,0.032051282,0,0,0.006410256,0.019230769,0,0
Ni,Ba,0,0,0,0,0,0.006410256,0,0,0,0.006410256,0.006410256,0.006410256,0,0,0,0,0,0,0.006410256,0,0,0,0,0,0.006410256,0,0,0,0,0
Ni,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni,V,0.019230769,0,0,0,0,0,0,0.019230769,0,0,0.019230769,0,0,0.012820513,0,0.012820513,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0
Ni,Mn,0.019230769,0,0,0.012820513,0.006410256,0,0,0,0.019230769,0.006410256,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769,0,0,0,0,0,0
Ni,Fe,0.057692308,0,0.006410256,0.012820513,0,0.006410256,0,0,0.006410256,0.256410256,0.256410256,0.044871795,0.006410256,0,0.006410256,0.006410256,0.019230769,0.006410256,0.019230769,0,0,0,0.025641026,0.070512821,0.108974359,0,0.032051282,0.012820513,0.006410256,0
Ni,Ni,0.403846154,0.012820513,0.012820513,0.032051282,0.032051282,0.006410256,0,0.019230769,0.019230769,0.256410256,1,0.115384615,0.006410256,0.012820513,0.006410256,0.057692308,0.102564103,0.057692308,0.032051282,0,0.025641026,0,0.044871795,0.455128205,0.33974359,0.064102564,0.076923077,0.211538462,0.064102564,0.051282051
