zaxis,yaxis,H,Na,K,Mg,Ca,Ba,Ti,V,Mn,Fe,Ni,Cu,Ag,Zn,B,Al,C,Si,Pb,REE,U,F,Cl,O,S,Se,P,As,Sb,Bi
H,H,1,0.220215353,0.107676276,0.156304272,0.301493574,0.048975339,0.066689823,0.053143453,0.130600903,0.228204238,0.021882598,0.11427579,0.001736714,0.062174366,0.065647794,0.275095519,0.098992706,0.334491143,0.069468565,0.067731851,0.081625564,0.058700938,0.075373394,0.993400486,0.155956929,0.006599514,0.160819729,0.118443904,0.01111497,0.014588399
H,Na,0.220215353,0.220215353,0.048627996,0.035776311,0.083014936,0.017367141,0.035776311,0.007641542,0.032997569,0.051754081,0.000694686,0.005904828,0,0.004168114,0.018061827,0.069121223,0.02084057,0.133726989,0.002084057,0.018061827,0.009030914,0.025703369,0.01840917,0.220215353,0.030566169,0.000694686,0.026398055,0.008683571,0.002084057,0.000347343
H,K,0.107676276,0.048627996,0.107676276,0.018756513,0.040986454,0.010072942,0.019798541,0.003126085,0.014935742,0.027092741,0.000347343,0.006599514,0.000347343,0.003126085,0.003473428,0.037165683,0.004168114,0.067037166,0.001389371,0.002778743,0.006599514,0.008683571,0.010420285,0.107676276,0.017714484,0.000347343,0.010420285,0.004168114,0.000694686,0
H,Mg,0.156304272,0.035776311,0.018756513,0.156304272,0.045154568,0.004168114,0.005904828,0.0048628,0.014588399,0.039597082,0.001736714,0.005210142,0,0.006946857,0.020493227,0.060090309,0.016672456,0.063563737,0.0024314,0.002778743,0.006599514,0.009725599,0.009378256,0.156304272,0.019451198,0.000347343,0.024313998,0.011462313,0.000694686,0.000347343
H,Ca,0.301493574,0.083014936,0.040986454,0.045154568,0.301493574,0.010767628,0.018061827,0.014241056,0.040986454,0.060090309,0.001736714,0.017019799,0.000347343,0.009725599,0.030566169,0.096213963,0.031260854,0.146578673,0.0048628,0.029176797,0.018061827,0.026745398,0.025703369,0.301493574,0.028134769,0.000694686,0.04550191,0.03195554,0.001042028,0.000694686
H,Ba,0.048975339,0.017367141,0.010072942,0.004168114,0.010767628,0.048975339,0.014935742,0.004515457,0.009030914,0.012851685,0,0.000694686,0,0.000347343,0.0024314,0.014588399,0.004168114,0.030566169,0.000694686,0.003820771,0.0048628,0.007294199,0.004515457,0.048975339,0.001736714,0.000347343,0.009030914,0.002778743,0,0
H,Ti,0.066689823,0.035776311,0.019798541,0.005904828,0.018061827,0.014935742,0.066689823,0.004168114,0.015630427,0.025008684,0,0.000694686,0,0.005210142,0.002084057,0.006599514,0.000694686,0.046891282,0.001389371,0.015283084,0.004515457,0.013893713,0.003126085,0.066689823,0.000347343,0,0.003820771,0.002084057,0.001042028,0
H,V,0.053143453,0.007641542,0.003126085,0.0048628,0.014241056,0.004515457,0.004168114,0.053143453,0.007641542,0.009378256,0.001042028,0.003473428,0,0.002084057,0.001389371,0.010420285,0.000347343,0.008336228,0.0048628,0.0024314,0.006599514,0.001736714,0.000694686,0.053143453,0.003126085,0,0.003820771,0.002084057,0,0.001389371
H,Mn,0.130600903,0.032997569,0.014935742,0.014588399,0.040986454,0.009030914,0.015630427,0.007641542,0.130600903,0.032650226,0.001042028,0.001736714,0.000347343,0.008683571,0.004515457,0.023619312,0.005210142,0.065300452,0.006252171,0.010072942,0.001736714,0.01111497,0.009378256,0.130600903,0.005904828,0,0.026745398,0.017367141,0.000347343,0
H,Fe,0.228204238,0.051754081,0.027092741,0.039597082,0.060090309,0.012851685,0.025008684,0.009378256,0.032650226,0.228204238,0.003126085,0.010420285,0.000347343,0.015283084,0.006252171,0.054185481,0.006946857,0.079194165,0.014935742,0.014588399,0.006946857,0.011809656,0.014241056,0.228204238,0.037513025,0.000347343,0.053838138,0.029871483,0.002084057,0.003473428
H,Ni,0.021882598,0.000694686,0.000347343,0.001736714,0.001736714,0,0,0.001042028,0.001042028,0.003126085,0.021882598,0.0024314,0,0.000694686,0,0.002778743,0.004515457,0.0024314,0.000347343,0,0.001389371,0,0.001736714,0.021535255,0.005557485,0.000347343,0.000694686,0.003820771,0.000694686,0.000347343
H,Cu,0.11427579,0.005904828,0.006599514,0.005210142,0.017019799,0.000694686,0.000694686,0.003473428,0.001736714,0.010420285,0.0024314,0.11427579,0.000694686,0.009378256,0.001389371,0.014588399,0.010767628,0.010072942,0.01840917,0.003473428,0.005904828,0.0024314,0.020145884,0.113928447,0.027092741,0.002778743,0.012504342,0.02952414,0.0024314,0.0024314
H,Ag,0.001736714,0,0.000347343,0,0.000347343,0,0,0,0.000347343,0.000347343,0,0.000694686,0.001736714,0.000347343,0,0,0,0,0.000694686,0,0,0,0.000694686,0.001736714,0.000347343,0,0,0,0.000347343,0
H,Zn,0.062174366,0.004168114,0.003126085,0.006946857,0.009725599,0.000347343,0.005210142,0.002084057,0.008683571,0.015283084,0.000694686,0.009378256,0.000347343,0.062174366,0,0.010767628,0.003820771,0.01111497,0.005904828,0.001389371,0.001389371,0.001042028,0.003126085,0.062174366,0.012504342,0,0.008336228,0.017714484,0.001042028,0
H,B,0.065647794,0.018061827,0.003473428,0.020493227,0.030566169,0.0024314,0.002084057,0.001389371,0.004515457,0.006252171,0,0.001389371,0,0,0.065647794,0.017367141,0.003820771,0.026745398,0.001389371,0.0048628,0,0.005557485,0.009725599,0.065300452,0.002778743,0,0.001389371,0.000694686,0,0
H,Al,0.275095519,0.069121223,0.037165683,0.060090309,0.096213963,0.014588399,0.006599514,0.010420285,0.023619312,0.054185481,0.002778743,0.014588399,0,0.010767628,0.017367141,0.275095519,0.01840917,0.143799931,0.009725599,0.017019799,0.006252171,0.027092741,0.012851685,0.275095519,0.044459882,0.000347343,0.053838138,0.015283084,0.001736714,0.000347343
H,C,0.098992706,0.02084057,0.004168114,0.016672456,0.031260854,0.004168114,0.000694686,0.000347343,0.005210142,0.006946857,0.004515457,0.010767628,0,0.003820771,0.003820771,0.01840917,0.098992706,0.015630427,0.007988885,0.017367141,0.010072942,0.004515457,0.007988885,0.095171935,0.010767628,0,0.005557485,0.001042028,0,0
H,Si,0.334491143,0.133726989,0.067037166,0.063563737,0.146578673,0.030566169,0.046891282,0.008336228,0.065300452,0.079194165,0.0024314,0.010072942,0,0.01111497,0.026745398,0.143799931,0.015630427,0.334491143,0.009378256,0.032997569,0.006599514,0.031260854,0.019451198,0.333796457,0.012156999,0,0.005904828,0.005557485,0.000694686,0.000347343
H,Pb,0.069468565,0.002084057,0.001389371,0.0024314,0.0048628,0.000694686,0.001389371,0.0048628,0.006252171,0.014935742,0.000347343,0.01840917,0.000694686,0.005904828,0.001389371,0.009725599,0.007988885,0.009378256,0.069468565,0.002084057,0.009030914,0.002084057,0.01354637,0.069121223,0.013893713,0.001736714,0.008683571,0.014241056,0.001389371,0.001736714
H,REE,0.067731851,0.018061827,0.002778743,0.002778743,0.029176797,0.003820771,0.015283084,0.0024314,0.010072942,0.014588399,0,0.003473428,0,0.001389371,0.0048628,0.017019799,0.017367141,0.032997569,0.002084057,0.067731851,0.006599514,0.012156999,0.0024314,0.067731851,0.002778743,0,0.008336228,0.004168114,0,0
H,U,0.081625564,0.009030914,0.006599514,0.006599514,0.018061827,0.0048628,0.004515457,0.006599514,0.001736714,0.006946857,0.001389371,0.005904828,0,0.001389371,0,0.006252171,0.010072942,0.006599514,0.009030914,0.006599514,0.081625564,0.0024314,0.000347343,0.081625564,0.012156999,0.0024314,0.018061827,0.011809656,0,0.002084057
H,F,0.058700938,0.025703369,0.008683571,0.009725599,0.026745398,0.007294199,0.013893713,0.001736714,0.01111497,0.011809656,0,0.0024314,0,0.001042028,0.005557485,0.027092741,0.004515457,0.031260854,0.002084057,0.012156999,0.0024314,0.058700938,0.003820771,0.057658909,0.006252171,0,0.01111497,0.001042028,0.000347343,0
H,Cl,0.075373394,0.01840917,0.010420285,0.009378256,0.025703369,0.004515457,0.003126085,0.000694686,0.009378256,0.014241056,0.001736714,0.020145884,0.000694686,0.003126085,0.009725599,0.012851685,0.007988885,0.019451198,0.01354637,0.0024314,0.000347343,0.003820771,0.075373394,0.073636679,0.01111497,0.000347343,0.001042028,0.005210142,0.001042028,0.000694686
H,O,0.993400486,0.220215353,0.107676276,0.156304272,0.301493574,0.048975339,0.066689823,0.053143453,0.130600903,0.228204238,0.021535255,0.113928447,0.001736714,0.062174366,0.065300452,0.275095519,0.095171935,0.333796457,0.069121223,0.067731851,0.081625564,0.057658909,0.073636679,0.993400486,0.155956929,0.006599514,0.160819729,0.118443904,0.01111497,0.014241056
H,S,0.155956929,0.030566169,0.017714484,0.019451198,0.028134769,0.001736714,0.000347343,0.003126085,0.005904828,0.037513025,0.005557485,0.027092741,0.000347343,0.012504342,0.002778743,0.044459882,0.010767628,0.012156999,0.013893713,0.002778743,0.012156999,0.006252171,0.01111497,0.155956929,0.155956929,0.000694686,0.007294199,0.006946857,0.003473428,0.001389371
H,Se,0.006599514,0.000694686,0.000347343,0.000347343,0.000694686,0.000347343,0,0,0,0.000347343,0.000347343,0.002778743,0,0,0,0.000347343,0,0,0.001736714,0,0.0024314,0,0.000347343,0.006599514,0.000694686,0.006599514,0,0,0,0.000347343
H,P,0.160819729,0.026398055,0.010420285,0.024313998,0.04550191,0.009030914,0.003820771,0.003820771,0.026745398,0.053838138,0.000694686,0.012504342,0,0.008336228,0.001389371,0.053838138,0.005557485,0.005904828,0.008683571,0.008336228,0.018061827,0.01111497,0.001042028,0.160819729,0.007294199,0,0.160819729,0.001042028,0,0.003473428
H,As,0.118443904,0.008683571,0.004168114,0.011462313,0.03195554,0.002778743,0.002084057,0.002084057,0.017367141,0.029871483,0.003820771,0.02952414,0,0.017714484,0.000694686,0.015283084,0.001042028,0.005557485,0.014241056,0.004168114,0.011809656,0.001042028,0.005210142,0.118443904,0.006946857,0,0.001042028,0.118443904,0.0024314,0.004515457
H,Sb,0.01111497,0.002084057,0.000694686,0.000694686,0.001042028,0,0.001042028,0,0.000347343,0.002084057,0.000694686,0.0024314,0.000347343,0.001042028,0,0.001736714,0,0.000694686,0.001389371,0,0,0.000347343,0.001042028,0.01111497,0.003473428,0,0,0.0024314,0.01111497,0
H,Bi,0.014588399,0.000347343,0,0.000347343,0.000694686,0,0,0.001389371,0,0.003473428,0.000347343,0.0024314,0,0,0,0.000347343,0,0.000347343,0.001736714,0,0.002084057,0,0.000694686,0.014241056,0.001389371,0.000347343,0.003473428,0.004515457,0,0.014588399
Na,H,0.65025641,0.65025641,0.143589744,0.105641026,0.245128205,0.051282051,0.105641026,0.022564103,0.097435897,0.152820513,0.002051282,0.017435897,0,0.012307692,0.053333333,0.204102564,0.061538462,0.394871795,0.006153846,0.053333333,0.026666667,0.075897436,0.054358974,0.65025641,0.09025641,0.002051282,0.077948718,0.025641026,0.006153846,0.001025641
Na,Na,0.65025641,1,0.197948718,0.172307692,0.372307692,0.071794872,0.161025641,0.02974359,0.146666667,0.227692308,0.002051282,0.036923077,0,0.017435897,0.066666667,0.281025641,0.105641026,0.564102564,0.012307692,0.103589744,0.031794872,0.188717949,0.087179487,0.975384615,0.133333333,0.003076923,0.142564103,0.043076923,0.011282051,0.004102564
Na,K,0.143589744,0.197948718,0.197948718,0.033846154,0.091282051,0.022564103,0.048205128,0.004102564,0.036923077,0.043076923,0,0.008205128,0,0.004102564,0.007179487,0.060512821,0.01025641,0.14974359,0.004102564,0.007179487,0.004102564,0.026666667,0.023589744,0.192820513,0.032820513,0.001025641,0.01025641,0.002051282,0.001025641,0
Na,Mg,0.105641026,0.172307692,0.033846154,0.172307692,0.067692308,0.004102564,0.015384615,0.006153846,0.016410256,0.053333333,0,0.004102564,0,0.001025641,0.015384615,0.073846154,0.01025641,0.106666667,0,0.001025641,0.001025641,0.031794872,0.003076923,0.169230769,0.014358974,0.001025641,0.025641026,0.008205128,0,0
Na,Ca,0.245128205,0.372307692,0.091282051,0.067692308,0.372307692,0.025641026,0.053333333,0.009230769,0.063589744,0.093333333,0,0.012307692,0,0,0.017435897,0.132307692,0.043076923,0.230769231,0.005128205,0.053333333,0.011282051,0.096410256,0.048205128,0.367179487,0.037948718,0,0.058461538,0.020512821,0.002051282,0
Na,Ba,0.051282051,0.071794872,0.022564103,0.004102564,0.025641026,0.071794872,0.037948718,0,0.014358974,0.016410256,0,0,0,0,0.004102564,0.013333333,0.009230769,0.05025641,0.001025641,0.016410256,0.003076923,0.026666667,0.003076923,0.070769231,0.002051282,0,0.012307692,0,0,0
Na,Ti,0.105641026,0.161025641,0.048205128,0.015384615,0.053333333,0.037948718,0.161025641,0.001025641,0.041025641,0.047179487,0,0.001025641,0,0.005128205,0.003076923,0.006153846,0.004102564,0.144615385,0.003076923,0.026666667,0.002051282,0.056410256,0.006153846,0.161025641,0.001025641,0,0.011282051,0.002051282,0.002051282,0
Na,V,0.022564103,0.02974359,0.004102564,0.006153846,0.009230769,0,0.001025641,0.02974359,0.005128205,0.004102564,0,0.001025641,0,0,0.003076923,0.003076923,0,0.007179487,0,0,0.001025641,0,0,0.02974359,0,0,0,0.001025641,0,0
Na,Mn,0.097435897,0.146666667,0.036923077,0.016410256,0.063589744,0.014358974,0.041025641,0.005128205,0.146666667,0.043076923,0,0,0,0.003076923,0.006153846,0.021538462,0.009230769,0.096410256,0.003076923,0.019487179,0.001025641,0.032820513,0.014358974,0.145641026,0.005128205,0,0.02974359,0.008205128,0.001025641,0
Na,Fe,0.152820513,0.227692308,0.043076923,0.053333333,0.093333333,0.016410256,0.047179487,0.004102564,0.043076923,0.227692308,0,0.011282051,0,0.004102564,0.012307692,0.061538462,0.007179487,0.137435897,0.004102564,0.020512821,0.002051282,0.043076923,0.025641026,0.225641026,0.018461538,0,0.045128205,0.018461538,0.001025641,0
Na,Ni,0.002051282,0.002051282,0,0,0,0,0,0,0,0,0.002051282,0,0,0,0,0,0.001025641,0,0,0,0,0,0,0.002051282,0.001025641,0,0,0,0,0
Na,Cu,0.017435897,0.036923077,0.008205128,0.004102564,0.012307692,0,0.001025641,0.001025641,0,0.011282051,0,0.036923077,0,0.001025641,0,0.003076923,0.005128205,0.003076923,0.001025641,0.001025641,0,0,0.01025641,0.035897436,0.009230769,0.001025641,0.003076923,0.014358974,0.001025641,0
Na,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na,Zn,0.012307692,0.017435897,0.004102564,0.001025641,0,0,0.005128205,0,0.003076923,0.004102564,0,0.001025641,0,0.017435897,0,0.003076923,0,0.01025641,0.001025641,0.004102564,0,0.003076923,0.001025641,0.016410256,0.004102564,0,0,0.001025641,0,0
Na,B,0.053333333,0.066666667,0.007179487,0.015384615,0.017435897,0.004102564,0.003076923,0.003076923,0.006153846,0.012307692,0,0,0,0,0.066666667,0.020512821,0.001025641,0.044102564,0,0.007179487,0,0.015384615,0.004102564,0.064615385,0.003076923,0,0.003076923,0.002051282,0,0
Na,Al,0.204102564,0.281025641,0.060512821,0.073846154,0.132307692,0.013333333,0.006153846,0.003076923,0.021538462,0.061538462,0,0.003076923,0,0.003076923,0.020512821,0.281025641,0.018461538,0.204102564,0.002051282,0.002051282,0.001025641,0.049230769,0.026666667,0.271794872,0.036923077,0,0.036923077,0.007179487,0,0
Na,C,0.061538462,0.105641026,0.01025641,0.01025641,0.043076923,0.009230769,0.004102564,0,0.009230769,0.007179487,0.001025641,0.005128205,0,0,0.001025641,0.018461538,0.105641026,0.023589744,0.001025641,0.032820513,0.006153846,0.016410256,0.011282051,0.105641026,0.016410256,0,0.013333333,0.001025641,0,0
Na,Si,0.394871795,0.564102564,0.14974359,0.106666667,0.230769231,0.05025641,0.144615385,0.007179487,0.096410256,0.137435897,0,0.003076923,0,0.01025641,0.044102564,0.204102564,0.023589744,0.564102564,0,0.056410256,0.003076923,0.114871795,0.045128205,0.561025641,0.028717949,0,0.021538462,0.004102564,0,0
Na,Pb,0.006153846,0.012307692,0.004102564,0,0.005128205,0.001025641,0.003076923,0,0.003076923,0.004102564,0,0.001025641,0,0.001025641,0,0.002051282,0.001025641,0,0.012307692,0.003076923,0.003076923,0.002051282,0.003076923,0.012307692,0.002051282,0,0.001025641,0.003076923,0,0
Na,REE,0.053333333,0.103589744,0.007179487,0.001025641,0.053333333,0.016410256,0.026666667,0,0.019487179,0.020512821,0,0.001025641,0,0.004102564,0.007179487,0.002051282,0.032820513,0.056410256,0.003076923,0.103589744,0.003076923,0.042051282,0.008205128,0.099487179,0.003076923,0,0.018461538,0.002051282,0,0
Na,U,0.026666667,0.031794872,0.004102564,0.001025641,0.011282051,0.003076923,0.002051282,0.001025641,0.001025641,0.002051282,0,0,0,0,0,0.001025641,0.006153846,0.003076923,0.003076923,0.003076923,0.031794872,0.003076923,0.001025641,0.031794872,0.011282051,0.001025641,0.002051282,0.001025641,0,0
Na,F,0.075897436,0.188717949,0.026666667,0.031794872,0.096410256,0.026666667,0.056410256,0,0.032820513,0.043076923,0,0,0,0.003076923,0.015384615,0.049230769,0.016410256,0.114871795,0.002051282,0.042051282,0.003076923,0.188717949,0.012307692,0.169230769,0.011282051,0,0.02974359,0.006153846,0.001025641,0.001025641
Na,Cl,0.054358974,0.087179487,0.023589744,0.003076923,0.048205128,0.003076923,0.006153846,0,0.014358974,0.025641026,0,0.01025641,0,0.001025641,0.004102564,0.026666667,0.011282051,0.045128205,0.003076923,0.008205128,0.001025641,0.012307692,0.087179487,0.084102564,0.032820513,0.001025641,0.003076923,0.008205128,0.001025641,0.001025641
Na,O,0.65025641,0.975384615,0.192820513,0.169230769,0.367179487,0.070769231,0.161025641,0.02974359,0.145641026,0.225641026,0.002051282,0.035897436,0,0.016410256,0.064615385,0.271794872,0.105641026,0.561025641,0.012307692,0.099487179,0.031794872,0.169230769,0.084102564,0.975384615,0.131282051,0.003076923,0.142564103,0.043076923,0.011282051,0.004102564
Na,S,0.09025641,0.133333333,0.032820513,0.014358974,0.037948718,0.002051282,0.001025641,0,0.005128205,0.018461538,0.001025641,0.009230769,0,0.004102564,0.003076923,0.036923077,0.016410256,0.028717949,0.002051282,0.003076923,0.011282051,0.011282051,0.032820513,0.131282051,0.133333333,0,0.002051282,0.001025641,0.003076923,0.002051282
Na,Se,0.002051282,0.003076923,0.001025641,0.001025641,0,0,0,0,0,0,0,0.001025641,0,0,0,0,0,0,0,0,0.001025641,0,0.001025641,0.003076923,0,0.003076923,0,0,0,0
Na,P,0.077948718,0.142564103,0.01025641,0.025641026,0.058461538,0.012307692,0.011282051,0,0.02974359,0.045128205,0,0.003076923,0,0,0.003076923,0.036923077,0.013333333,0.021538462,0.001025641,0.018461538,0.002051282,0.02974359,0.003076923,0.142564103,0.002051282,0,0.142564103,0,0,0
Na,As,0.025641026,0.043076923,0.002051282,0.008205128,0.020512821,0,0.002051282,0.001025641,0.008205128,0.018461538,0,0.014358974,0,0.001025641,0.002051282,0.007179487,0.001025641,0.004102564,0.003076923,0.002051282,0.001025641,0.006153846,0.008205128,0.043076923,0.001025641,0,0,0.043076923,0.003076923,0
Na,Sb,0.006153846,0.011282051,0.001025641,0,0.002051282,0,0.002051282,0,0.001025641,0.001025641,0,0.001025641,0,0,0,0,0,0,0,0,0,0.001025641,0.001025641,0.011282051,0.003076923,0,0,0.003076923,0.011282051,0
Na,Bi,0.001025641,0.004102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001025641,0.001025641,0.004102564,0.002051282,0,0,0,0,0.004102564
K,H,0.651260504,0.294117647,0.651260504,0.113445378,0.24789916,0.06092437,0.119747899,0.018907563,0.090336134,0.163865546,0.00210084,0.039915966,0.00210084,0.018907563,0.021008403,0.224789916,0.025210084,0.405462185,0.008403361,0.016806723,0.039915966,0.052521008,0.06302521,0.651260504,0.107142857,0.00210084,0.06302521,0.025210084,0.004201681,0
K,Na,0.294117647,0.405462185,0.405462185,0.069327731,0.18697479,0.046218487,0.098739496,0.008403361,0.075630252,0.088235294,0,0.016806723,0,0.008403361,0.014705882,0.12394958,0.021008403,0.306722689,0.008403361,0.014705882,0.008403361,0.054621849,0.048319328,0.394957983,0.067226891,0.00210084,0.021008403,0.004201681,0.00210084,0
K,K,0.651260504,0.405462185,1,0.165966387,0.319327731,0.069327731,0.157563025,0.031512605,0.117647059,0.226890756,0.004201681,0.094537815,0.004201681,0.039915966,0.037815126,0.31092437,0.039915966,0.588235294,0.023109244,0.025210084,0.044117647,0.12394958,0.128151261,0.945378151,0.18907563,0.006302521,0.069327731,0.039915966,0.008403361,0.00210084
K,Mg,0.113445378,0.069327731,0.165966387,0.165966387,0.044117647,0.008403361,0.018907563,0.004201681,0.021008403,0.056722689,0,0.00210084,0,0.004201681,0.006302521,0.06302521,0.00210084,0.109243697,0,0,0.00210084,0.029411765,0.008403361,0.163865546,0.023109244,0.00210084,0.012605042,0,0,0
K,Ca,0.24789916,0.18697479,0.319327731,0.044117647,0.319327731,0.033613445,0.042016807,0.006302521,0.035714286,0.056722689,0,0.012605042,0,0.004201681,0.010504202,0.132352941,0.023109244,0.237394958,0.004201681,0.016806723,0.014705882,0.054621849,0.044117647,0.317226891,0.050420168,0,0.023109244,0.008403361,0,0
K,Ba,0.06092437,0.046218487,0.069327731,0.008403361,0.033613445,0.069327731,0.037815126,0.00210084,0.016806723,0.016806723,0,0.00210084,0,0,0.004201681,0.023109244,0.00210084,0.056722689,0.004201681,0.006302521,0.00210084,0.016806723,0.00210084,0.069327731,0,0,0,0,0,0
K,Ti,0.119747899,0.098739496,0.157563025,0.018907563,0.042016807,0.037815126,0.157563025,0.00210084,0.037815126,0.048319328,0,0,0,0.006302521,0.00210084,0.012605042,0,0.134453782,0.00210084,0.00210084,0,0.025210084,0.006302521,0.157563025,0.00210084,0,0.006302521,0.004201681,0,0
K,V,0.018907563,0.008403361,0.031512605,0.004201681,0.006302521,0.00210084,0.00210084,0.031512605,0.004201681,0.004201681,0,0.004201681,0,0,0,0.00210084,0,0.006302521,0,0,0.004201681,0,0.00210084,0.029411765,0.004201681,0,0,0,0,0
K,Mn,0.090336134,0.075630252,0.117647059,0.021008403,0.035714286,0.016806723,0.037815126,0.004201681,0.117647059,0.029411765,0,0,0,0.008403361,0.00210084,0.027310924,0,0.094537815,0,0.00210084,0,0.025210084,0.006302521,0.113445378,0.00210084,0,0.010504202,0,0,0
K,Fe,0.163865546,0.088235294,0.226890756,0.056722689,0.056722689,0.016806723,0.048319328,0.004201681,0.029411765,0.226890756,0.00210084,0.016806723,0.00210084,0.006302521,0,0.06302521,0.00210084,0.12605042,0.00210084,0,0,0.025210084,0.027310924,0.212184874,0.046218487,0,0.027310924,0.006302521,0.00210084,0.00210084
K,Ni,0.00210084,0,0.004201681,0,0,0,0,0,0,0.00210084,0.004201681,0.00210084,0,0,0,0,0,0,0,0,0,0,0.00210084,0.00210084,0.004201681,0,0,0,0,0
K,Cu,0.039915966,0.016806723,0.094537815,0.00210084,0.012605042,0.00210084,0,0.004201681,0,0.016806723,0.00210084,0.094537815,0.004201681,0.00210084,0,0.008403361,0.00210084,0.012605042,0.006302521,0,0,0,0.035714286,0.084033613,0.039915966,0.004201681,0,0.016806723,0.004201681,0.00210084
K,Ag,0.00210084,0,0.004201681,0,0,0,0,0,0,0.00210084,0,0.004201681,0.004201681,0,0,0,0,0,0.00210084,0,0,0,0.00210084,0.00210084,0.00210084,0,0,0,0.00210084,0
K,Zn,0.018907563,0.008403361,0.039915966,0.004201681,0.004201681,0,0.006302521,0,0.008403361,0.006302521,0,0.00210084,0,0.039915966,0.00210084,0.012605042,0,0.025210084,0.00210084,0,0,0,0.010504202,0.035714286,0.00210084,0.00210084,0,0.004201681,0,0
K,B,0.021008403,0.014705882,0.037815126,0.006302521,0.010504202,0.004201681,0.00210084,0,0.00210084,0,0,0,0,0.00210084,0.037815126,0.012605042,0,0.018907563,0.00210084,0.00210084,0,0.008403361,0.008403361,0.033613445,0.00210084,0,0,0,0,0
K,Al,0.224789916,0.12394958,0.31092437,0.06302521,0.132352941,0.023109244,0.012605042,0.00210084,0.027310924,0.06302521,0,0.008403361,0,0.012605042,0.012605042,0.31092437,0.010504202,0.254201681,0.00210084,0,0,0.033613445,0.031512605,0.308823529,0.048319328,0,0.018907563,0.006302521,0,0
K,C,0.025210084,0.021008403,0.039915966,0.00210084,0.023109244,0.00210084,0,0,0,0.00210084,0,0.00210084,0,0,0,0.010504202,0.039915966,0.014705882,0,0.004201681,0.006302521,0.00210084,0.008403361,0.039915966,0.008403361,0,0,0,0,0
K,Si,0.405462185,0.306722689,0.588235294,0.109243697,0.237394958,0.056722689,0.134453782,0.006302521,0.094537815,0.12605042,0,0.012605042,0,0.025210084,0.018907563,0.254201681,0.014705882,0.588235294,0.00210084,0.023109244,0.006302521,0.105042017,0.037815126,0.579831933,0.031512605,0,0.004201681,0.00210084,0,0
K,Pb,0.008403361,0.008403361,0.023109244,0,0.004201681,0.004201681,0.00210084,0,0,0.00210084,0,0.006302521,0.00210084,0.00210084,0.00210084,0.00210084,0,0.00210084,0.023109244,0.00210084,0.00210084,0.00210084,0.010504202,0.016806723,0.006302521,0.00210084,0,0.00210084,0.00210084,0
K,REE,0.016806723,0.014705882,0.025210084,0,0.016806723,0.006302521,0.00210084,0,0.00210084,0,0,0,0,0,0.00210084,0,0.004201681,0.023109244,0.00210084,0.025210084,0,0.006302521,0,0.025210084,0,0,0,0,0,0
K,U,0.039915966,0.008403361,0.044117647,0.00210084,0.014705882,0.00210084,0,0.004201681,0,0,0,0,0,0,0,0,0.006302521,0.006302521,0.00210084,0,0.044117647,0,0,0.044117647,0.010504202,0,0.006302521,0.004201681,0,0
K,F,0.052521008,0.054621849,0.12394958,0.029411765,0.054621849,0.016806723,0.025210084,0,0.025210084,0.025210084,0,0,0,0,0.008403361,0.033613445,0.00210084,0.105042017,0.00210084,0.006302521,0,0.12394958,0.006302521,0.107142857,0.008403361,0,0.004201681,0,0,0
K,Cl,0.06302521,0.048319328,0.128151261,0.008403361,0.044117647,0.00210084,0.006302521,0.00210084,0.006302521,0.027310924,0.00210084,0.035714286,0.00210084,0.010504202,0.008403361,0.031512605,0.008403361,0.037815126,0.010504202,0,0,0.006302521,0.128151261,0.102941176,0.035714286,0.004201681,0,0.006302521,0,0.00210084
K,O,0.651260504,0.394957983,0.945378151,0.163865546,0.317226891,0.069327731,0.157563025,0.029411765,0.113445378,0.212184874,0.00210084,0.084033613,0.00210084,0.035714286,0.033613445,0.308823529,0.039915966,0.579831933,0.016806723,0.025210084,0.044117647,0.107142857,0.102941176,0.945378151,0.172268908,0.006302521,0.069327731,0.039915966,0.004201681,0.00210084
K,S,0.107142857,0.067226891,0.18907563,0.023109244,0.050420168,0,0.00210084,0.004201681,0.00210084,0.046218487,0.004201681,0.039915966,0.00210084,0.00210084,0.00210084,0.048319328,0.008403361,0.031512605,0.006302521,0,0.010504202,0.008403361,0.035714286,0.172268908,0.18907563,0,0,0.00210084,0.008403361,0.00210084
K,Se,0.00210084,0.00210084,0.006302521,0.00210084,0,0,0,0,0,0,0,0.004201681,0,0.00210084,0,0,0,0,0.00210084,0,0,0,0.004201681,0.006302521,0,0.006302521,0,0,0,0
K,P,0.06302521,0.021008403,0.069327731,0.012605042,0.023109244,0,0.006302521,0,0.010504202,0.027310924,0,0,0,0,0,0.018907563,0,0.004201681,0,0,0.006302521,0.004201681,0,0.069327731,0,0,0.069327731,0,0,0
K,As,0.025210084,0.004201681,0.039915966,0,0.008403361,0,0.004201681,0,0,0.006302521,0,0.016806723,0,0.004201681,0,0.006302521,0,0.00210084,0.00210084,0,0.004201681,0,0.006302521,0.039915966,0.00210084,0,0,0.039915966,0.00210084,0
